screen_id,file_name,category,profile,expected_result,expected_binary_result,final_status,applied_rule,diff_roi_count,pass_roi_count,fail_roi_count,total_diff_area_ratio,overall_ssim,minimum_roi_ssim,confirmed_missing_text_count,high_confidence_text_mismatch_count,high_confidence_spacing_mismatch_count,matched_text_brightness_loss,localized_text_brightness_loss,progress_bar_fill_delta,gradient_smooth_color_area_delta,gradient_color_histogram_distance,memo,final_reasons
16-4,16-4.png,card_ui,card_ui_profile,PASS,PASS,PASS,no_difference,0,0,0,0.0,1.0,1.0,0,0,0,0.0,0.0,,0.0,0.0,사람 기준 통과 가능,차이 ROI가 검출되지 않음
18-3,18-3.png,popup,popup_profile,FAIL,FAIL,PASS,no_difference,0,0,0,0.0,1.0,1.0,0,0,0,0.0,0.0,,0.0,0.0,"팝업 그라데이션 색, 게이지 위치, 글씨 전체 위치 다름",차이 ROI가 검출되지 않음
18-4,18-4.png,popup,popup_profile,FAIL,FAIL,PASS,no_difference,0,0,0,0.0,1.0,1.0,0,0,0,0.0,0.0,,0.0,0.0,"팝업 그라데이션 색, 게이지 위치, 글씨 전체 위치 다름",차이 ROI가 검출되지 않음
18-5,18-5.png,popup,popup_profile,FAIL,FAIL,PASS,no_difference,0,0,0,0.0,1.0,1.0,0,0,0,0.0,0.0,,0.0,0.0,"팝업 그라데이션 색, 게이지 위치, 글씨 전체 위치 다름",차이 ROI가 검출되지 않음
2-11,2-11.png,popup,popup_profile,PASS,PASS,PASS,no_difference,0,0,0,0.0,1.0,1.0,0,0,0,0.0,0.0,,0.0,0.0,사람 기준 통과 가능,차이 ROI가 검출되지 않음
2-14,2-14.png,popup,popup_profile,PASS,PASS,PASS,no_difference,0,0,0,0.0,1.0,1.0,0,0,0,0.0,0.0,,0.0,0.0,사람 기준 통과 가능,차이 ROI가 검출되지 않음
2-21,2-21.png,popup,popup_profile,PASS,PASS,PASS,no_difference,0,0,0,0.0,1.0,1.0,0,0,0,0.0,0.0,,0.0,0.0,사람 기준 통과 가능,차이 ROI가 검출되지 않음
2-30,2-30.png,popup,popup_profile,PASS,PASS,PASS,no_difference,0,0,0,0.0,1.0,1.0,0,0,0,0.0,0.0,,0.0,0.0,사람 기준 통과 가능,차이 ROI가 검출되지 않음
2-39,2-39.png,popup,popup_profile,PASS,PASS,PASS,no_difference,0,0,0,0.0,1.0,1.0,0,0,0,0.0,0.0,,0.0,0.0,사람 기준 통과 가능,차이 ROI가 검출되지 않음
2-40,2-40.png,popup,popup_profile,PASS,PASS,PASS,no_difference,0,0,0,0.0,1.0,1.0,0,0,0,0.0,0.0,,0.0,0.0,사람 기준 통과 가능,차이 ROI가 검출되지 않음
2-8,2-8.png,popup,popup_profile,PASS,PASS,PASS,no_difference,0,0,0,0.0,1.0,1.0,0,0,0,0.0,0.0,,0.0,0.0,사람 기준 통과 가능,차이 ROI가 검출되지 않음
3-1,3-1.png,card_ui,card_ui_profile,PASS,PASS,PASS,no_difference,0,0,0,0.0,1.0,1.0,0,0,0,0.0,0.0,,0.0,0.0,사람 기준 통과 가능,차이 ROI가 검출되지 않음
3-2,3-2.png,card_ui,card_ui_profile,PASS,PASS,PASS,no_difference,0,0,0,0.0,1.0,1.0,0,0,0,0.0,0.0,,0.0,0.0,사람 기준 통과 가능,차이 ROI가 검출되지 않음
3-23,3-23.png,card_ui,card_ui_profile,PASS,PASS,PASS,no_difference,0,0,0,0.0,1.0,1.0,0,0,0,0.0,0.0,,0.0,0.0,움직이는 카드 배경 차이는 검사에서 제외,차이 ROI가 검출되지 않음
3-25,3-25.png,card_ui,card_ui_profile,PASS,PASS,PASS,no_difference,0,0,0,0.0,1.0,1.0,0,0,0,0.0,0.0,,0.0,0.0,사람 기준 통과 가능,차이 ROI가 검출되지 않음
3-26,3-26.png,text_list,text_list_profile,PASS,PASS,PASS,no_difference,0,0,0,0.0,1.0,1.0,0,0,0,0.0,0.0,,0.0,0.0,사람 기준 통과 가능,차이 ROI가 검출되지 않음
3-27,3-27.png,text_list,text_list_profile,PASS,PASS,PASS,no_difference,0,0,0,0.0,1.0,1.0,0,0,0,0.0,0.0,,0.0,0.0,사람 기준 통과 가능,차이 ROI가 검출되지 않음
4-1,4-1.png,setting_control,setting_control_profile,FAIL,FAIL,PASS,no_difference,0,0,0,0.0,1.0,1.0,0,0,0,0.0,0.0,,0.0,0.0,60°C 글씨 색 희미함,차이 ROI가 검출되지 않음
4-20,4-20.png,setting_control,setting_control_profile,PASS,PASS,PASS,no_difference,0,0,0,0.0,1.0,1.0,0,0,0,0.0,0.0,,0.0,0.0,사람 기준 통과 가능,차이 ROI가 검출되지 않음
4-3,4-3.png,setting_control,setting_control_profile,PASS,PASS,PASS,no_difference,0,0,0,0.0,1.0,1.0,0,0,0,0.0,0.0,,0.0,0.0,사람 기준 통과 가능,차이 ROI가 검출되지 않음
4-43,4-43.png,setting_control,setting_control_profile,PASS,PASS,PASS,no_difference,0,0,0,0.0,1.0,1.0,0,0,0,0.0,0.0,,0.0,0.0,사람 기준 통과 가능,차이 ROI가 검출되지 않음
4-8,4-8.png,setting_control,setting_control_profile,FAIL,FAIL,PASS,no_difference,0,0,0,0.0,1.0,1.0,0,0,0,0.0,0.0,,0.0,0.0,상단 좌측 글씨 아예 빠짐,차이 ROI가 검출되지 않음
4-9,4-9.png,setting_control,setting_control_profile,FAIL,FAIL,PASS,no_difference,0,0,0,0.0,1.0,1.0,0,0,0,0.0,0.0,,0.0,0.0,상단 좌측 글씨 아예 빠짐,차이 ROI가 검출되지 않음
5-22,5-22.png,popup,popup_profile,PASS,PASS,PASS,no_difference,0,0,0,0.0,1.0,1.0,0,0,0,0.0,0.0,,0.0,0.0,사람 기준 통과 가능,차이 ROI가 검출되지 않음
5-24,5-24.png,popup,popup_profile,PASS,PASS,PASS,no_difference,0,0,0,0.0,1.0,1.0,0,0,0,0.0,0.0,,0.0,0.0,사람 기준 통과 가능,차이 ROI가 검출되지 않음
7-12,7-12.png,card_ui,card_ui_profile,PASS,PASS,PASS,no_difference,0,0,0,0.0,1.0,1.0,0,0,0,0.0,0.0,,0.0,0.0,사람 기준 통과 가능,차이 ROI가 검출되지 않음
7-5,7-5.png,card_ui,card_ui_profile,PASS,PASS,PASS,no_difference,0,0,0,0.0,1.0,1.0,0,0,0,0.0,0.0,,0.0,0.0,사람 기준 통과 가능,차이 ROI가 검출되지 않음
8-1,8-1.png,status_time,status_time_profile,PASS,PASS,PASS,no_difference,0,0,0,0.0,1.0,1.0,0,0,0,0.0,0.0,,0.0,0.0,사람 기준 통과 가능,차이 ROI가 검출되지 않음
8-10,8-10.png,status_time,status_time_profile,PASS,PASS,PASS,no_difference,0,0,0,0.0,1.0,1.0,0,0,0,0.0,0.0,,0.0,0.0,사람 기준 통과 가능,차이 ROI가 검출되지 않음
8-3,8-3.png,status_time,status_time_profile,PASS,PASS,PASS,no_difference,0,0,0,0.0,1.0,1.0,0,0,0,0.0,0.0,,0.0,0.0,사람 기준 통과 가능,차이 ROI가 검출되지 않음
8-7,8-7.png,status_time,status_time_profile,PASS,PASS,PASS,no_difference,0,0,0,0.0,1.0,1.0,0,0,0,0.0,0.0,,0.0,0.0,사람 기준 통과 가능,차이 ROI가 검출되지 않음
